callset_order,sample_id,conc (ng/ul),sequencing_date,sampleset_id,fastq_1_path,fastq_2_path,bam_path,vcf_path,legacy_id,country,location,admin1_name,latitude,longitude,sequencing_qc_pass,data_qc_pass,analysis_pop,pop_code,SuperPopulation,collection_method,collection_date,reference,note
454,Plate1_A2,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_A2_EKDN220046281-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_A2_EKDN220046281-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_A2_EKDN220046281-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_A2_EKDN220046281-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_A2,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
455,Plate1_A4,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_A4_EKDN220046297-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_A4_EKDN220046297-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_A4_EKDN220046297-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_A4_EKDN220046297-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_A4,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
456,Plate1_B3,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_B3_EKDN220046290-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_B3_EKDN220046290-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_B3_EKDN220046290-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_B3_EKDN220046290-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_B3,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
457,Plate1_D2,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_D2_EKDN220046284-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_D2_EKDN220046284-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_D2_EKDN220046284-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_D2_EKDN220046284-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_D2,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
458,Plate1_D3,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_D3_EKDN220046292-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_D3_EKDN220046292-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_D3_EKDN220046292-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_D3_EKDN220046292-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_D3,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
459,Plate1_E12,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_E12_EKDN220046365-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_E12_EKDN220046365-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_E12_EKDN220046365-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_E12_EKDN220046365-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_E12,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,15/08/2022,,
460,Plate1_E2,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_E2_EKDN220046285-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_E2_EKDN220046285-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_E2_EKDN220046285-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_E2_EKDN220046285-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_E2,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
461,Plate1_G12,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_G12_EKDN220046367-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_G12_EKDN220046367-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_G12_EKDN220046367-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_G12_EKDN220046367-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_G12,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,16/08/2022,,
462,Plate1_G2,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_G2_EKDN220046287-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_G2_EKDN220046287-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_G2_EKDN220046287-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_G2_EKDN220046287-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_G2,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
463,Plate1_H10,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_H10_EKDN220046352-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_H10_EKDN220046352-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_H10_EKDN220046352-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_H10_EKDN220046352-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_H10,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,12/08/2022,,
464,Plate1_H12,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_H12_EKDN220046368-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_H12_EKDN220046368-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_H12_EKDN220046368-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_H12_EKDN220046368-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_H12,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,17/08/2022,,
465,Plate1_H2,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_H2_EKDN220046288-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate1_H2_EKDN220046288-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_H2_EKDN220046288-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate1_H2_EKDN220046288-1A_HKTCHDSX7_L1.g.vcf.gz,Plate1_H2,Sudan,Wafara,WhiteNile,13.012012,31.867825,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,25/07/2022,,
466,Plate2_A10,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_A10_EKDN220046441-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_A10_EKDN220046441-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_A10_EKDN220046441-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_A10_EKDN220046441-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_A10,Sudan,ElSalamaniaWest,Khartoum,15.3840372,32.4500117,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,13/08/2022,,
467,Plate2_A3,,15/07/2023,sud.pak.20230849,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_A3_EKDN220046385-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_A3_EKDN220046385-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_A3_EKDN220046385-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_A3_EKDN220046385-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_A3,Sudan,EastElglabat,Gedarif,14.039699,35.3735435,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,,"on tube says albaladia, have put gedarif based on unesco report"
468,Plate2_A6,,09/07/2023,sud.pak.20230843,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_A6_EKDN220046409-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_A6_EKDN220046409-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_A6_EKDN220046409-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_A6_EKDN220046409-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_A6,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
469,Plate2_A9,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_A9_EKDN220046433-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_A9_EKDN220046433-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_A9_EKDN220046433-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_A9_EKDN220046433-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_A9,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
470,Plate2_B1,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B11_EKDN220046450-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B11_EKDN220046450-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B11_EKDN220046450-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B1_EKDN220046370-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_B1,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,18/08/2022,,
471,Plate2_B11,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B1_EKDN220046370-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B1_EKDN220046370-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B1_EKDN220046370-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B11_EKDN220046450-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_B11,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
472,Plate2_B4,,16/07/2023,sud.pak.20230850,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B4_EKDN220046394-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B4_EKDN220046394-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B4_EKDN220046394-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B4_EKDN220046394-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_B4,Sudan,EastElglabat,Gedarif,14.039699,35.3735435,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,,"on tube says albaladia, have put gedarif based on unesco report"
473,Plate2_B5,,17/07/2023,sud.pak.20230851,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B5_EKDN220046402-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B5_EKDN220046402-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B5_EKDN220046402-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B5_EKDN220046402-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_B5,Sudan,EastElglabat,Gedarif,14.039699,35.3735435,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,,"on tube says albaladia, have put gedarif based on unesco report"
474,Plate2_B6,,10/07/2023,sud.pak.20230844,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B6_EKDN220046410-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B6_EKDN220046410-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B6_EKDN220046410-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B6_EKDN220046410-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_B6,Sudan,Arkaweet,Khartoum,15.5373164,32.6010626,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
475,Plate2_B8,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B8_EKDN220046426-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_B8_EKDN220046426-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B8_EKDN220046426-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_B8_EKDN220046426-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_B8,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
476,Plate2_C2,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_C2_EKDN220046379-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_C2_EKDN220046379-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_C2_EKDN220046379-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_C2_EKDN220046379-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_C2,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,19/08/2022,,
477,Plate2_D2,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_D2_EKDN220046380-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_D2_EKDN220046380-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_D2_EKDN220046380-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_D2_EKDN220046380-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_D2,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,20/08/2022,,
478,Plate2_D8,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_D8_EKDN220046428-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_D8_EKDN220046428-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_D8_EKDN220046428-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_D8_EKDN220046428-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_D8,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
479,Plate2_E12,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_E12_EKDN220046461-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_E12_EKDN220046461-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_E12_EKDN220046461-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_E12_EKDN220046461-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_E12,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
480,Plate2_E2,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_E2_EKDN220046381-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_E2_EKDN220046381-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_E2_EKDN220046381-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_E2_EKDN220046381-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_E2,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,21/08/2022,,
481,Plate2_E7,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_E7_EKDN220046421-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_E7_EKDN220046421-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_E7_EKDN220046421-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_E7_EKDN220046421-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_E7,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
482,Plate2_F12,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_F12_EKDN220046462-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_F12_EKDN220046462-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_F12_EKDN220046462-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_F12_EKDN220046462-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_F12,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
483,Plate2_F2,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_F2_EKDN220046382-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_F2_EKDN220046382-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_F2_EKDN220046382-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_F2_EKDN220046382-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_F2,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,22/08/2022,,
484,Plate2_F8,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_F8_EKDN220046430-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_F8_EKDN220046430-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_F8_EKDN220046430-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_F8_EKDN220046430-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_F8,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
485,Plate2_G11,,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_G11_EKDN220046455-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/Plate2_G11_EKDN220046455-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_G11_EKDN220046455-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/Plate2_G11_EKDN220046455-1A_HKTCHDSX7_L1.g.vcf.gz,Plate2_G11,Sudan,PortSudan,RedSea,19.6387626,37.1906463,1,1,Sudan,SUD,Horn of Africa & Yemen,PSC,05/02/2023,,
