callset_order,sample_id,conc (ng/ul),sequencing_date,sampleset_id,fastq_1_path,fastq_2_path,bam_path,vcf_path,legacy_id,country,location,admin1_name,latitude,longitude,sequencing_qc_pass,data_qc_pass,analysis_pop,pop_code,SuperPopulation,collection_method,collection_date,reference,note
0,AfNA1,5.3,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNA1/AfNA1_EKDN230047593-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNA1/AfNA1_EKDN230047593-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNA1_EKDN230047593-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNA1_EKDN230047593-1A_22FNL2LT3_L7.g.vcf.gz,AfNA1,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
1,AfNA2,,13/11/2023,pak.afg.20231204,,,,,AfNA2,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,,,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
2,AfNC4,2.6,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNC4/AfNC4_EKDN230047600-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNC4/AfNC4_EKDN230047600-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNC4_EKDN230047600-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNC4_EKDN230047600-1A_22FNL2LT3_L7.g.vcf.gz,AfNC4,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
3,AfNC7,2.5,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNC7/AfNC7_EKDN230047605-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNC7/AfNC7_EKDN230047605-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNC7_EKDN230047605-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNC7_EKDN230047605-1A_22FNL2LT3_L7.g.vcf.gz,AfNC7,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
4,AfND7,2.9,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfND7/AfND7_EKDN230047606-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfND7/AfND7_EKDN230047606-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfND7_EKDN230047606-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfND7_EKDN230047606-1A_22FNL2LT3_L7.g.vcf.gz,AfND7,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
5,AfND8,2.5,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfND8/AfND8_EKDN230047610-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfND8/AfND8_EKDN230047610-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfND8_EKDN230047610-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfND8_EKDN230047610-1A_22FNL2LT3_L7.g.vcf.gz,AfND8,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
6,AfNE1,8.8,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNE1/AfNE1_EKDN230047595-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNE1/AfNE1_EKDN230047595-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNE1_EKDN230047595-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNE1_EKDN230047595-1A_22FNL2LT3_L7.g.vcf.gz,AfNE1,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
7,AfNE6,2.6,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNE6/AfNE6_EKDN230047603-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNE6/AfNE6_EKDN230047603-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNE6_EKDN230047603-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNE6_EKDN230047603-1A_22FNL2LT3_L7.g.vcf.gz,AfNE6,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
8,AfNE7,2.8,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNE7/AfNE7_EKDN230047607-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNE7/AfNE7_EKDN230047607-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNE7_EKDN230047607-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNE7_EKDN230047607-1A_22FNL2LT3_L7.g.vcf.gz,AfNE7,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
9,AfNF1,6.9,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNF1/AfNF1_EKDN230047596-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNF1/AfNF1_EKDN230047596-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNF1_EKDN230047596-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNF1_EKDN230047596-1A_22FNL2LT3_L7.g.vcf.gz,AfNF1,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
10,AfNF2,7.1,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNF2/AfNF2_EKDN230047599-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNF2/AfNF2_EKDN230047599-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNF2_EKDN230047599-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNF2_EKDN230047599-1A_22FNL2LT3_L7.g.vcf.gz,AfNF2,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
11,AfNG1,10.9,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNG1/AfNG1_EKDN230047597-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNG1/AfNG1_EKDN230047597-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNG1_EKDN230047597-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNG1_EKDN230047597-1A_22FNL2LT3_L7.g.vcf.gz,AfNG1,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
12,AfNG8,2.6,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNG8/AfNG8_EKDN230047611-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNG8/AfNG8_EKDN230047611-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNG8_EKDN230047611-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNG8_EKDN230047611-1A_22FNL2LT3_L7.g.vcf.gz,AfNG8,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
13,AfNH7,3.3,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNH7/AfNH7_EKDN230047609-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNH7/AfNH7_EKDN230047609-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNH7_EKDN230047609-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNH7_EKDN230047609-1A_22FNL2LT3_L7.g.vcf.gz,AfNH7,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
14,AfNH8,2.4,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNH8/AfNH8_EKDN230047612-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfNH8/AfNH8_EKDN230047612-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfNH8_EKDN230047612-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfNH8_EKDN230047612-1A_22FNL2LT3_L7.g.vcf.gz,AfNH8,Afghanistan,Nangarhar,Nangarhar,34.1718,70.6217,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
15,AfkB9,3.8,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkB9/AfkB9_EKDN230047591-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkB9/AfkB9_EKDN230047591-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkB9_EKDN230047591-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkB9_EKDN230047591-1A_22FNL2LT3_L7.g.vcf.gz,AfkB9_EKDN230047591-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
16,AfkC4,4.2,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkC4/AfkC4_EKDN230047580-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkC4/AfkC4_EKDN230047580-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkC4_EKDN230047580-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkC4_EKDN230047580-1A_22FNL2LT3_L7.g.vcf.gz,AfkC4_EKDN230047580-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
17,AfkC5,4.1,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkC5/AfkC5_EKDN230047586-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkC5/AfkC5_EKDN230047586-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkC5_EKDN230047586-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkC5_EKDN230047586-1A_22FNL2LT3_L7.g.vcf.gz,AfkC5_EKDN230047586-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
18,AfkE3,3.7,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkE3/AfkE3_EKDN230047577-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkE3/AfkE3_EKDN230047577-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkE3_EKDN230047577-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkE3_EKDN230047577-1A_22FNL2LT3_L7.g.vcf.gz,AfkE3_EKDN230047577-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
19,AfkE4,4.6,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkE4/AfkE4_EKDN230047582-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkE4/AfkE4_EKDN230047582-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkE4_EKDN230047582-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkE4_EKDN230047582-1A_22FNL2LT3_L7.g.vcf.gz,AfkE4_EKDN230047582-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
20,AfkE5,4,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkE5/AfkE5_EKDN230047587-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkE5/AfkE5_EKDN230047587-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkE5_EKDN230047587-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkE5_EKDN230047587-1A_22FNL2LT3_L7.g.vcf.gz,AfkE5_EKDN230047587-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
21,AfkF3,4.3,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkF3/AfkF3_EKDN230047578-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkF3/AfkF3_EKDN230047578-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkF3_EKDN230047578-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkF3_EKDN230047578-1A_22FNL2LT3_L7.g.vcf.gz,AfkF3_EKDN230047578-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
22,AfkF4,4.6,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkF4/AfkF4_EKDN230047583-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkF4/AfkF4_EKDN230047583-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkF4_EKDN230047583-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkF4_EKDN230047583-1A_22FNL2LT3_L7.g.vcf.gz,AfkF4_EKDN230047583-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
23,AfkF7,3.8,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkF7/AfkF7_EKDN230047590-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkF7/AfkF7_EKDN230047590-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkF7_EKDN230047590-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkF7_EKDN230047590-1A_22FNL2LT3_L7.g.vcf.gz,AfkF7_EKDN230047590-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
24,AfkH3,3.8,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkH3/AfkH3_EKDN230047579-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkH3/AfkH3_EKDN230047579-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkH3_EKDN230047579-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkH3_EKDN230047579-1A_22FNL2LT3_L7.g.vcf.gz,AfkH3_EKDN230047579-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
25,AfkH4,4.2,13/11/2023,pak.afg.20231204,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkH4/AfkH4_EKDN230047585-1A_22FNL2LT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/X204SC23112810-Z01-F001_02/01.RawData/AfkH4/AfkH4_EKDN230047585-1A_22FNL2LT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf_bam/AfkH4_EKDN230047585-1A_22FNL2LT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/pak.afg.20231204/gvcf/AfkH4_EKDN230047585-1A_22FNL2LT3_L7.g.vcf.gz,AfkH4_EKDN230047585-1A_22FNL2LT3_L7,Afghanistan,Kunar,Kunar,34.8466,71.0973,1,1,Afghanistan & Pakistan,APA,Asia,larvae,01/01/2017,see https://malariajournal.biomedcentral.com/articles/10.1186/s12936-019-2884-x#Sec2,"year approx. could be 2014,15 or 17"
26,Babi_I_01,13.13,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_01_EKDN240018824-1A_223WLMLT4_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Babi_I_01_EKDN240018824-1A_223WLMLT4_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_01_EKDN240018824-1A_223WLMLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_02_27.4.24/Babi_I_01_EKDN240018824-1A_223WLMLT4_L6.g.vcf.gz,Babi_I_01_EKDN240018824-1A_223WLMLT4_L6,Ethiopia,Babile,Oromia,9.2,41,1,1,Ethiopia Babile,ETB,Horn of Africa & Yemen,larval,,,
