sample_id,conc (ng/ul),callset_order,sequencing_date,sampleset_id,fastq_1_path,fastq_2_path,bam_path,vcf_path,legacy_id,country,location,admin1_name,latitude,longitude,sequencing_qc_pass,data_qc_pass,analysis_pop,pop_code,SuperPopulation,collection_method,collection_date,reference,note
C1aSud098,,121,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud098_EKDN230027247-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud098_EKDN230027247-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud098_EKDN230027247-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud098_EKDN230027247-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud098,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud099,,122,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud099_EKDN230027248-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud099_EKDN230027248-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud099_EKDN230027248-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud099_EKDN230027248-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud099,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,28/07/2022,,
C1aSud100,,123,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud100_EKDN230027249-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud100_EKDN230027249-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud100_EKDN230027249-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud100_EKDN230027249-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud100,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,29/07/2022,,
C1aSud101,,124,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud101/C1aSud101_EKDN220046363-1A_HTWTNDSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud101/C1aSud101_EKDN220046363-1A_HTWTNDSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud101_EKDN220046363-1A_HTWTNDSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud101.rh.g.vcf.gz,C1aSud101,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud102,,125,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud102_EKDN230027250-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud102_EKDN230027250-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud102_EKDN230027250-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud102_EKDN230027250-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud102,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,30/07/2022,,
C1aSud103,,126,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud103/C1aSud103_EKDN220046364-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud103/C1aSud103_EKDN220046364-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud103_EKDN220046364-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud103.rh.g.vcf.gz,C1aSud103,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud105,,127,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud105_EKDN230027251-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud105_EKDN230027251-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud105_EKDN230027251-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud105_EKDN230027251-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud105,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,31/07/2022,,
C1aSud106,,128,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud106_EKDN230027252-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud106_EKDN230027252-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud106_EKDN230027252-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud106_EKDN230027252-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud106,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,01/08/2022,,
C1aSud107,,129,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud107/C1aSud107_EKDN220046366-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud107/C1aSud107_EKDN220046366-1A_HTY77DSX5_L3_2.fq.gz,NA,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud107.rh.g.vcf.gz,C1aSud107,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud108,,130,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud108_EKDN230027253-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud108_EKDN230027253-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud108_EKDN230027253-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud108_EKDN230027253-1A_HKTCHDSX7_L1.g.vcf.gz,C1aSud108,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,02/08/2022,,
C1aSud110,,131,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud110_EKDN230027254-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud110_EKDN230027254-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud110_EKDN230027254-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud110_EKDN230027254-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud110,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,03/08/2022,,
C1aSud112,,132,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud112_EKDN230027255-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud112_EKDN230027255-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud112_EKDN230027255-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud112_EKDN230027255-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud112,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,04/08/2022,,
C1aSud113,,133,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud113/C1aSud113_EKDN220046369-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud113/C1aSud113_EKDN220046369-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud113_EKDN220046369-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud113.rh.g.vcf.gz,C1aSud113,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud115,,134,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud115/C1aSud115_EKDN220046371-1A_HLN73DSX5_L2_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud115/C1aSud115_EKDN220046371-1A_HLN73DSX5_L2_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud115_EKDN220046371-1A_HLN73DSX5_L2.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud115.rh.g.vcf.gz,C1aSud115,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud116,,135,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud116_EKDN230027256-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud116_EKDN230027256-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud116_EKDN230027256-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud116_EKDN230027256-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud116,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,05/08/2022,,
C1aSud117,,136,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud117_EKDN230027257-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud117_EKDN230027257-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud117_EKDN230027257-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud117_EKDN230027257-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud117,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,06/08/2022,,
C1aSud118,,137,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud118/C1aSud118_EKDN220046372-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud118/C1aSud118_EKDN220046372-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud118_EKDN220046372-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud118.rh.g.vcf.gz,C1aSud118,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud119,,138,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud119_EKDN230027258-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud119_EKDN230027258-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud119_EKDN230027258-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud119_EKDN230027258-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud119,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,07/08/2022,,
C1aSud120,,139,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud120_EKDN230027259-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud120_EKDN230027259-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud120_EKDN230027259-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud120_EKDN230027259-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud120,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,08/08/2022,,
C1aSud121,,140,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud121/C1aSud121_EKDN220046373-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud121/C1aSud121_EKDN220046373-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud121_EKDN220046373-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud121.rh.g.vcf.gz,C1aSud121,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud122,,141,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud122/C1aSud122_EKDN220046374-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud122/C1aSud122_EKDN220046374-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud122_EKDN220046374-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud122.rh.g.vcf.gz,C1aSud122,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud123,,142,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud123_EKDN230027260-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud123_EKDN230027260-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud123_EKDN230027260-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud123_EKDN230027260-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud123,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,09/08/2022,,
C1aSud124,,143,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud124/C1aSud124_EKDN220046375-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud124/C1aSud124_EKDN220046375-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud124_EKDN220046375-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud124.rh.g.vcf.gz,C1aSud124,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud125,,144,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud125/C1aSud125_EKDN220046376-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud125/C1aSud125_EKDN220046376-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud125_EKDN220046376-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud125.rh.g.vcf.gz,C1aSud125,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud126,,145,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud126_EKDN230027261-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud126_EKDN230027261-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud126_EKDN230027261-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud126_EKDN230027261-1A_HKTCHDSX7_L1.g.vcf.gz,C1aSud126,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,10/08/2022,,
C1aSud127,,146,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud127/C1aSud127_EKDN220046377-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud127/C1aSud127_EKDN220046377-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud127_EKDN220046377-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud127.rh.g.vcf.gz,C1aSud127,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud128,,147,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud128/C1aSud128_EKDN220046378-1A_HTY77DSX5_L3_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud128/C1aSud128_EKDN220046378-1A_HTY77DSX5_L3_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud128_EKDN220046378-1A_HTY77DSX5_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud128.rh.g.vcf.gz,C1aSud128,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,27/07/2022,,
C1aSud130,,148,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud130_EKDN230027262-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud130_EKDN230027262-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud130_EKDN230027262-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud130_EKDN230027262-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud130,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,11/08/2022,,
C1aSud131,,149,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud131_EKDN230027263-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud131_EKDN230027263-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud131_EKDN230027263-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud131_EKDN230027263-1A_HKTCHDSX7_L1.g.vcf.gz,C1aSud131,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,12/08/2022,,
C1aSud132,,150,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud132_EKDN230027264-1A_HHGLMDSX7_L3_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud132_EKDN230027264-1A_HHGLMDSX7_L3_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud132_EKDN230027264-1A_HHGLMDSX7_L3.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud132_EKDN230027264-1A_HHGLMDSX7_L3.g.vcf.gz,C1aSud132,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,13/08/2022,,
C1aSud134,,151,27/06/2023,sud.pak.20230831,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud134_EKDN230027265-1A_HKTCHDSX7_L1_1.fq.gz,/home/dennist/lstm_projects/Weetman_Group/cease/sud.pak.cohort_20231808/raw_reads/C1aSud134_EKDN230027265-1A_HKTCHDSX7_L1_2.fq.gz,~/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud134_EKDN230027265-1A_HKTCHDSX7_L1.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.pak.20231808/bam_gvcf/C1aSud134_EKDN230027265-1A_HKTCHDSX7_L1.g.vcf.gz,C1aSud134,Sudan,Haiya,RedSea,18.3349676,36.3892839,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,14/08/2022,,
C1aSud137,,152,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud137/C1aSud137.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud137/C1aSud137.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud137.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud137.rh.g.vcf.gz,C1aSud137,Sudan,EastElglabat,Gedarif,14.039699,35.3735435,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,,"on tube says albaladia, have put gedarif "
C1aSud138,,153,31/03/2023,sud.yem.cohort_20231203,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud138/C1aSud138.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/raw_reads/all_raw_reads/C1aSud138/C1aSud138.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud138.bam,/home/dennist/lstm_data/cease/reads_gvcf/sud.yem.20240312/gvcf/C1aSud138.rh.g.vcf.gz,C1aSud138,Sudan,EastElglabat,Gedarif,14.039699,35.3735435,1,1,Sudan,SUD,Horn of Africa & Yemen,Prokopack,24/07/2022,,"on tube says albaladia, have put gedarif "
