sample_id,conc (ng/ul),callset_order,sequencing_date,sampleset_id,fastq_1_path,fastq_2_path,bam_path,vcf_path,legacy_id,country,location,admin1_name,latitude,longitude,sequencing_qc_pass,data_qc_pass,analysis_pop,pop_code,SuperPopulation,collection_method,collection_date,reference,note
Djib_F_29,127.7,269,12/03/2023,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Djib_F_29_EKDN240018948-1A_22JVYWLT3_L7_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Djib_F_29_EKDN240018948-1A_22JVYWLT3_L7_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F002_3_24.4.24/Djib_F_29_EKDN240018948-1A_22JVYWLT3_L7.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F002_3_24.4.24/Djib_F_29_EKDN240018948-1A_22JVYWLT3_L7.g.vcf.gz,,Djibouti,DjiboutiCity,DjiboutiCity,11.8251,42.5903,1,1,Djibouti City,DJI,Horn of Africa & Yemen,CDC/BGPro,01/10/2024,,
Dubt_I_02,8.36,270,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_02.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_02.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Dubt_I_02.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Dubt_I_02.merged.g.vcf.gz,Dana_I_30_EKDN240018864-1A_223WLHLT4_L2,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_03,9.58,271,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Dubt_I_03_EKDN240018875-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Dubt_I_03_EKDN240018875-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_03_EKDN240018875-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_03_EKDN240018875-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_02_EKDN240018874-1A_223WLHLT4_L2,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_04,8.6,272,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_04_EKDN240018876-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_04_EKDN240018876-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_04_EKDN240018876-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_04_EKDN240018876-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_03_EKDN240018875-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_05,8.79,273,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_05_EKDN240018877-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_05_EKDN240018877-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_05_EKDN240018877-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_05_EKDN240018877-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_04_EKDN240018876-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_06,18.07,274,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_06_EKDN240018878-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_06_EKDN240018878-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_06_EKDN240018878-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_06_EKDN240018878-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_05_EKDN240018877-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_07,7.82,275,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Dubt_I_07.merged.1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/merged_reads/Dubt_I_07.merged.2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Dubt_I_07.merged.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_New_downloads_and_results_16.5.24/Dubt_I_07.merged.g.vcf.gz,Dubt_I_06_EKDN240018878-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_10,9.79,276,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_10_EKDN240018880-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_10_EKDN240018880-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_10_EKDN240018880-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_10_EKDN240018880-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_07_EKDN240018879-1A_223WLHLT4_L2,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_12,14.57,277,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_12_EKDN240018882-1A_22772HLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_12_EKDN240018882-1A_22772HLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_12_EKDN240018882-1A_22772HLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_12_EKDN240018882-1A_22772HLT4_L8.g.vcf.gz,Dubt_I_11_EKDN240018881-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_15,13.36,278,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_15_EKDN240018883-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_15_EKDN240018883-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_15_EKDN240018883-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_15_EKDN240018883-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_12_EKDN240018882-1A_22772HLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_16,8.86,279,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_16_EKDN240018884-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_16_EKDN240018884-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_16_EKDN240018884-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_16_EKDN240018884-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_15_EKDN240018883-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_19,11.71,280,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_19_EKDN240018885-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_19_EKDN240018885-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_19_EKDN240018885-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_19_EKDN240018885-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_16_EKDN240018884-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_20,9.52,281,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_20_EKDN240018886-1A_223WLMLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_20_EKDN240018886-1A_223WLMLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_20_EKDN240018886-1A_223WLMLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_20_EKDN240018886-1A_223WLMLT4_L8.g.vcf.gz,Dubt_I_19_EKDN240018885-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_22,10.54,282,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_22_EKDN240018887-1A_22JVYWLT3_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_22_EKDN240018887-1A_22JVYWLT3_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_22_EKDN240018887-1A_22JVYWLT3_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_01_25.4.24/Dubt_I_22_EKDN240018887-1A_22JVYWLT3_L6.g.vcf.gz,Dubt_I_20_EKDN240018886-1A_223WLMLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_23,10.6,283,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_23_EKDN240018888-1A_22772HLT4_L5_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_23_EKDN240018888-1A_22772HLT4_L5_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_23_EKDN240018888-1A_22772HLT4_L5.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_23_EKDN240018888-1A_22772HLT4_L5.g.vcf.gz,Dubt_I_22_EKDN240018887-1A_22JVYWLT3_L6,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_26,13.06,284,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_26_EKDN240018889-1A_22772HLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_26_EKDN240018889-1A_22772HLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_26_EKDN240018889-1A_22772HLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_26_EKDN240018889-1A_22772HLT4_L8.g.vcf.gz,Dubt_I_23_EKDN240018888-1A_22772HLT4_L5,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_27,12.15,285,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_27_EKDN240018890-1A_22JVYWLT3_L6_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_27_EKDN240018890-1A_22JVYWLT3_L6_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_27_EKDN240018890-1A_22JVYWLT3_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_27_EKDN240018890-1A_22JVYWLT3_L6.g.vcf.gz,Dubt_I_26_EKDN240018889-1A_22772HLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_28,7.88,286,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_28_EKDN240018891-1A_22772HLT4_L8_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_28_EKDN240018891-1A_22772HLT4_L8_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_28_EKDN240018891-1A_22772HLT4_L8.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_28_EKDN240018891-1A_22772HLT4_L8.g.vcf.gz,Dubt_I_27_EKDN240018890-1A_22JVYWLT3_L6,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
Dubt_I_30,12.84,287,28/04/2024,eth.djib.yem.20240606,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_30_EKDN240018892-1A_22772HLT4_L5_1.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/unmerged_reads/Dubt_I_30_EKDN240018892-1A_22772HLT4_L5_2.fq.gz,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_30_EKDN240018892-1A_22772HLT4_L5.bam,/home/dennist/lstm_data/cease/reads_gvcf/eth.yem.dji.20240415/results_germline_X204SC24031813-Z01-F001_04_28.4.24/Dubt_I_30_EKDN240018892-1A_22772HLT4_L5.g.vcf.gz,Dubt_I_28_EKDN240018891-1A_22772HLT4_L8,Ethiopia,Dubti,Afar,11.733333,41.083333,1,1,Southeastern Ethiopia,ETW,Horn of Africa & Yemen,larval,,,
E10,30.21,288,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E10_EKDN240035470-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E10_EKDN240035470-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E10_EKDN240035470-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E10_EKDN240035470-1A_22C3WHLT4_L6.g.vcf.gz,E10,SaudiArabia,AlHofuf,Eastern,25.384805,49.710295,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,larvae,23/10/2023,,
E12,8.72,289,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E12_EKDN240035487-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E12_EKDN240035487-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E12_EKDN240035487-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E12_EKDN240035487-1A_22C3WHLT4_L6.g.vcf.gz,E12,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,blackhole,05/11/2023,,
E20,19.09,290,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E20_EKDN240035474-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E20_EKDN240035474-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E20_EKDN240035474-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E20_EKDN240035474-1A_22C3WHLT4_L6.g.vcf.gz,E20,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,blackhole,05/11/2023,,
E23,16.21,291,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E23_EKDN240035477-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E23_EKDN240035477-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E23_EKDN240035477-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E23_EKDN240035477-1A_22C3WHLT4_L6.g.vcf.gz,E23,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,blackhole,05/11/2023,,
E24,15.25,292,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E24_EKDN240035479-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E24_EKDN240035479-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E24_EKDN240035479-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E24_EKDN240035479-1A_22C3WHLT4_L6.g.vcf.gz,E24,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,blackhole,05/11/2023,,
E27,9.29,293,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E27_EKDN240035485-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E27_EKDN240035485-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E27_EKDN240035485-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E27_EKDN240035485-1A_22C3WHLT4_L6.g.vcf.gz,E27,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,blackhole,05/11/2023,,
E29,39.64,294,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E29_EKDN240035468-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E29_EKDN240035468-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E29_EKDN240035468-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E29_EKDN240035468-1A_22C3WHLT4_L6.g.vcf.gz,E29,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,blackhole,05/11/2023,,
E31,17.16,295,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E31_EKDN240035475-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E31_EKDN240035475-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E31_EKDN240035475-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E31_EKDN240035475-1A_22C3WHLT4_L6.g.vcf.gz,E31,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,blackhole,05/11/2023,,
E33,8.95,296,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E33_EKDN240035486-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E33_EKDN240035486-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E33_EKDN240035486-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E33_EKDN240035486-1A_22C3WHLT4_L6.g.vcf.gz,E33,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,blackhole,05/11/2023,,
E34,12.06,297,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E34_EKDN240035481-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E34_EKDN240035481-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E34_EKDN240035481-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E34_EKDN240035481-1A_22C3WHLT4_L6.g.vcf.gz,E34,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,blackhole,05/11/2023,,
E35,30.05,298,03/06/2024,ksa.20240617,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E35_EKDN240035471-1A_22C3WHLT4_L6.1.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E35_EKDN240035471-1A_22C3WHLT4_L6.2.fastq.gz,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E35_EKDN240035471-1A_22C3WHLT4_L6.bam,/home/dennist/lstm_data/cease/reads_gvcf/ksa.20240617/results_20.6.24/E35_EKDN240035471-1A_22C3WHLT4_L6.g.vcf.gz,E35,SaudiArabia,AlHofuf,Eastern,25.3655,49.636685,1,1,Southeastern Ethiopia,SAE,Saudi Arabia,larvae,05/11/2023,,
